State,County,Year,Poverty Rate
West Virginia,Brooke County,2015,12.99
West Virginia,Brooke County,2014,13.11
West Virginia,Brooke County,2013,13.11
West Virginia,Brooke County,2012,13.04
West Virginia,Brooke County,2011,12.74
West Virginia,Brooke County,2010,12.74
West Virginia,Brooke County,2009,12.74
West Virginia,Cabell County,2018,22.49
West Virginia,Cabell County,2017,22.86
West Virginia,Cabell County,2016,21.96
West Virginia,Cabell County,2015,21.75
West Virginia,Cabell County,2014,21.66
West Virginia,Cabell County,2013,21.26
West Virginia,Cabell County,2012,21.28
West Virginia,Cabell County,2011,21.28
West Virginia,Cabell County,2010,21.28
West Virginia,Cabell County,2009,21.28
West Virginia,Calhoun County,2018,3.21
West Virginia,Calhoun County,2017,18.87
West Virginia,Calhoun County,2016,16.03
West Virginia,Calhoun County,2015,16.68
West Virginia,Calhoun County,2014,25.72
West Virginia,Calhoun County,2013,21.98
West Virginia,Calhoun County,2012,17.15
West Virginia,Calhoun County,2011,22.4
West Virginia,Calhoun County,2010,22.4
West Virginia,Calhoun County,2009,22.4
West Virginia,Clay County,2018,27.96
West Virginia,Clay County,2017,25.77
West Virginia,Clay County,2016,23.63
West Virginia,Clay County,2015,26.6
West Virginia,Clay County,2014,28.22
West Virginia,Clay County,2013,28.22
West Virginia,Clay County,2012,27.96
West Virginia,Clay County,2011,26.34
West Virginia,Clay County,2010,26.28
West Virginia,Clay County,2009,26.28
West Virginia,Doddridge County,2018,15.32
West Virginia,Doddridge County,2017,15.0
West Virginia,Doddridge County,2016,15.15
West Virginia,Doddridge County,2015,15.53
West Virginia,Doddridge County,2014,15.71
West Virginia,Doddridge County,2013,15.71
West Virginia,Doddridge County,2012,21.28
West Virginia,Doddridge County,2011,21.34
West Virginia,Doddridge County,2010,21.34
West Virginia,Doddridge County,2009,21.34
West Virginia,Fayette County,2018,43.2
West Virginia,Fayette County,2017,20.07
West Virginia,Fayette County,2016,19.39
West Virginia,Fayette County,2015,19.84
West Virginia,Fayette County,2014,19.87
West Virginia,Fayette County,2013,19.87
West Virginia,Fayette County,2012,19.87
West Virginia,Fayette County,2011,38.72
West Virginia,Fayette County,2010,19.23
West Virginia,Fayette County,2009,19.23
West Virginia,Gilmer County,2018,7.19
West Virginia,Gilmer County,2017,22.9
West Virginia,Gilmer County,2016,25.85
West Virginia,Gilmer County,2015,26.65
West Virginia,Gilmer County,2014,27.01
West Virginia,Gilmer County,2013,27.01
West Virginia,Gilmer County,2012,25.15
West Virginia,Gilmer County,2011,27.35
West Virginia,Gilmer County,2010,27.35
West Virginia,Gilmer County,2009,27.35
West Virginia,Grant County,2018,24.91
West Virginia,Grant County,2017,12.63
West Virginia,Grant County,2016,13.04
West Virginia,Grant County,2015,14.86
West Virginia,Grant County,2014,15.36
West Virginia,Grant County,2013,15.36
West Virginia,Grant County,2012,15.03
West Virginia,Grant County,2011,15.55
West Virginia,Grant County,2010,15.55
West Virginia,Grant County,2009,15.55
West Virginia,Greenbrier County,2018,45.33
West Virginia,Greenbrier County,2017,17.84
West Virginia,Greenbrier County,2016,18.23
West Virginia,Greenbrier County,2015,18.67
West Virginia,Greenbrier County,2014,18.71
West Virginia,Greenbrier County,2013,18.71
West Virginia,Greenbrier County,2012,19.42
West Virginia,Greenbrier County,2011,18.92
West Virginia,Greenbrier County,2010,17.74
West Virginia,Greenbrier County,2009,17.73
West Virginia,Hampshire County,2018,20.18
West Virginia,Hampshire County,2017,19.32
West Virginia,Hampshire County,2016,16.93
West Virginia,Hampshire County,2015,18.75
West Virginia,Hampshire County,2014,20.66
West Virginia,Hampshire County,2013,20.66
West Virginia,Hampshire County,2012,9.18
West Virginia,Hampshire County,2011,28.53
West Virginia,Hampshire County,2010,18.28
West Virginia,Hampshire County,2009,15.83
West Virginia,Hancock County,2018,13.05
West Virginia,Hancock County,2017,13.26
West Virginia,Hancock County,2016,11.71
West Virginia,Hancock County,2015,41.19
West Virginia,Hancock County,2014,16.23
West Virginia,Hancock County,2013,16.23
West Virginia,Hancock County,2012,16.23
West Virginia,Hancock County,2011,16.23
West Virginia,Hancock County,2010,16.23
West Virginia,Hancock County,2009,16.23
West Virginia,Hardy County,2018,16.23
West Virginia,Hardy County,2017,16.23
West Virginia,Hardy County,2016,16.23
West Virginia,Hardy County,2015,16.23
West Virginia,Hardy County,2014,16.23
West Virginia,Hardy County,2013,16.23
West Virginia,Hardy County,2012,16.23
West Virginia,Hardy County,2011,16.23
West Virginia,Hardy County,2010,16.23
West Virginia,Hardy County,2009,16.23
West Virginia,Harrison County,2018,16.23
West Virginia,Harrison County,2017,16.23
West Virginia,Harrison County,2016,16.23
West Virginia,Harrison County,2015,16.23
West Virginia,Harrison County,2014,16.23
West Virginia,Harrison County,2013,16.23
West Virginia,Harrison County,2012,16.23
West Virginia,Harrison County,2011,16.23
West Virginia,Harrison County,2010,16.23
West Virginia,Harrison County,2009,16.23
West Virginia,Jackson County,2018,16.23
West Virginia,Jackson County,2017,16.23
West Virginia,Jackson County,2016,16.23
West Virginia,Jackson County,2015,16.23
West Virginia,Jackson County,2014,16.23
West Virginia,Jackson County,2013,16.23
West Virginia,Jackson County,2012,16.23
West Virginia,Jackson County,2011,16.23
West Virginia,Jackson County,2010,16.23
West Virginia,Jackson County,2009,16.23
West Virginia,Jefferson County,2018,16.23
West Virginia,Jefferson County,2017,16.23
West Virginia,Jefferson County,2016,16.23
West Virginia,Jefferson County,2015,16.23
West Virginia,Jefferson County,2014,16.23
West Virginia,Jefferson County,2013,16.23
West Virginia,Jefferson County,2012,16.23
West Virginia,Jefferson County,2011,16.23
West Virginia,Jefferson County,2010,16.23
West Virginia,Jefferson County,2009,16.23
West Virginia,Kanawha County,2018,16.23
West Virginia,Kanawha County,2017,16.23
West Virginia,Kanawha County,2016,16.23
West Virginia,Kanawha County,2015,16.23
West Virginia,Kanawha County,2014,16.23
West Virginia,Kanawha County,2013,16.23
West Virginia,Kanawha County,2012,16.23
West Virginia,Kanawha County,2011,16.23
West Virginia,Kanawha County,2010,16.23
West Virginia,Kanawha County,2009,16.23
West Virginia,Lewis County,2018,16.23
West Virginia,Lewis County,2017,16.23
West Virginia,Lewis County,2016,16.23
West Virginia,Lewis County,2015,16.23
West Virginia,Lewis County,2014,16.23
West Virginia,Lewis County,2013,16.23
West Virginia,Lewis County,2012,16.23
West Virginia,Lewis County,2011,16.23
West Virginia,Lewis County,2010,16.23
West Virginia,Lewis County,2009,16.23
West Virginia,Lincoln County,2018,16.23
West Virginia,Lincoln County,2017,16.23
West Virginia,Lincoln County,2016,16.23
West Virginia,Lincoln County,2015,16.23
West Virginia,Lincoln County,2014,16.23
West Virginia,Lincoln County,2013,16.23
West Virginia,Lincoln County,2012,16.23
West Virginia,Lincoln County,2011,16.23
West Virginia,Lincoln County,2010,16.23
West Virginia,Lincoln County,2009,16.23
West Virginia,Logan County,2018,16.23
West Virginia,Logan County,2017,16.23
West Virginia,Logan County,2016,16.23
West Virginia,Logan County,2015,16.23
West Virginia,Logan County,2014,17.43
West Virginia,Logan County,2013,17.43
West Virginia,Logan County,2012,12.28
West Virginia,Logan County,2011,20.79
West Virginia,Logan County,2010,20.79
West Virginia,Logan County,2009,21.11
West Virginia,Marion County,2018,26.55
West Virginia,Marion County,2017,17.02
West Virginia,Marion County,2016,16.71
West Virginia,Marion County,2015,16.67
West Virginia,Marion County,2014,16.26
West Virginia,Marion County,2013,16.17
West Virginia,Marion County,2012,16.17
West Virginia,Marion County,2011,27.28
West Virginia,Marion County,2010,27.28
West Virginia,Marion County,2009,27.28
West Virginia,Marshall County,2018,17.54
West Virginia,Marshall County,2017,15.07
West Virginia,Marshall County,2016,14.64
West Virginia,Marshall County,2015,13.74
West Virginia,Marshall County,2014,13.03
West Virginia,Marshall County,2013,13.03
West Virginia,Marshall County,2012,16.35
West Virginia,Marshall County,2011,16.42
West Virginia,Marshall County,2010,16.42
West Virginia,Marshall County,2009,16.42
West Virginia,Mason County,2018,16.77
West Virginia,Mason County,2017,18.63
West Virginia,Mason County,2016,18.98
West Virginia,Mason County,2015,19.15
West Virginia,Mason County,2014,26.05
West Virginia,Mason County,2013,16.6
West Virginia,Mason County,2012,17.13
West Virginia,Mason County,2011,17.29
West Virginia,Mason County,2010,17.29
West Virginia,Mason County,2009,17.29
West Virginia,McDowell County,2018,33.06
West Virginia,McDowell County,2017,34.03
West Virginia,McDowell County,2016,37.75
West Virginia,McDowell County,2015,36.78
West Virginia,McDowell County,2014,15.9
West Virginia,McDowell County,2013,13.21
West Virginia,McDowell County,2012,33.24
West Virginia,McDowell County,2011,33.46
West Virginia,McDowell County,2010,33.47
West Virginia,McDowell County,2009,33.83
West Virginia,Mercer County,2018,21.81
West Virginia,Mercer County,2017,20.53
West Virginia,Mercer County,2016,15.88
West Virginia,Mercer County,2015,29.43
West Virginia,Mercer County,2014,21.86
West Virginia,Mercer County,2013,21.63
West Virginia,Mercer County,2012,20.33
West Virginia,Mercer County,2011,20.17
West Virginia,Mercer County,2010,19.59
West Virginia,Mercer County,2009,19.59
West Virginia,Mineral County,2018,6.86
West Virginia,Mineral County,2017,14.63
West Virginia,Mineral County,2016,16.16
West Virginia,Mineral County,2015,16.85
West Virginia,Mineral County,2014,16.91
West Virginia,Mineral County,2013,15.44
West Virginia,Mineral County,2012,15.11
West Virginia,Mineral County,2011,15.45
West Virginia,Mineral County,2010,15.45
West Virginia,Mineral County,2009,15.45
West Virginia,Mingo County,2018,28.39
West Virginia,Mingo County,2017,29.04
West Virginia,Mingo County,2016,26.47
West Virginia,Mingo County,2015,26.08
West Virginia,Mingo County,2014,25.84
West Virginia,Mingo County,2013,25.84
West Virginia,Mingo County,2012,23.29
West Virginia,Mingo County,2011,22.93
West Virginia,Mingo County,2010,22.93
West Virginia,Mingo County,2009,21.05
West Virginia,Monongalia County,2018,29.26
West Virginia,Monongalia County,2017,21.16
West Virginia,Monongalia County,2016,22.18
West Virginia,Monongalia County,2015,22.02
West Virginia,Monongalia County,2014,22.05
West Virginia,Monongalia County,2013,22.05
West Virginia,Monongalia County,2012,22.57
West Virginia,Monongalia County,2011,22.6
West Virginia,Monongalia County,2010,22.6
West Virginia,Monongalia County,2009,22.6
West Virginia,Monroe County,2018,22.6
West Virginia,Monroe County,2017,17.18
West Virginia,Monroe County,2016,17.23
West Virginia,Monroe County,2015,16.81
West Virginia,Monroe County,2014,16.81
West Virginia,Monroe County,2013,16.81
West Virginia,Monroe County,2012,13.26
West Virginia,Monroe County,2011,13.27
West Virginia,Monroe County,2010,13.27
West Virginia,Monroe County,2009,13.27
West Virginia,Morgan County,2018,12.3
West Virginia,Morgan County,2017,10.69
West Virginia,Morgan County,2016,11.31
West Virginia,Morgan County,2015,12.56
West Virginia,Morgan County,2014,12.87
West Virginia,Morgan County,2013,12.87
West Virginia,Morgan County,2012,31.14
West Virginia,Morgan County,2011,22.92
West Virginia,Morgan County,2010,22.92
West Virginia,Morgan County,2009,22.92
West Virginia,Nicholas County,2018,20.56
West Virginia,Nicholas County,2017,18.55
West Virginia,Nicholas County,2016,17.94
West Virginia,Nicholas County,2015,18.05
West Virginia,Nicholas County,2014,18.06
West Virginia,Nicholas County,2013,18.27
West Virginia,Nicholas County,2012,19.02
West Virginia,Nicholas County,2011,19.22
West Virginia,Nicholas County,2010,19.22
West Virginia,Nicholas County,2009,19.22
West Virginia,Ohio County,2018,13.51
West Virginia,Ohio County,2017,13.64
West Virginia,Ohio County,2016,16.25
West Virginia,Ohio County,2015,16.27
West Virginia,Ohio County,2014,16.14
West Virginia,Ohio County,2013,14.3
West Virginia,Ohio County,2012,14.26
West Virginia,Ohio County,2011,15.38
West Virginia,Ohio County,2010,15.38
West Virginia,Ohio County,2009,14.46
West Virginia,Pendleton County,2018,16.16
West Virginia,Pendleton County,2017,16.36
West Virginia,Pendleton County,2016,16.45
West Virginia,Pendleton County,2015,19.23
West Virginia,Pendleton County,2014,20.6
West Virginia,Pendleton County,2013,20.59
West Virginia,Pendleton County,2012,18.6
West Virginia,Pendleton County,2011,16.19
West Virginia,Pendleton County,2010,16.22
West Virginia,Pendleton County,2009,14.38
West Virginia,Pleasants County,2018,14.35
West Virginia,Pleasants County,2017,16.22
West Virginia,Pleasants County,2016,16.9
West Virginia,Pleasants County,2015,17.75
West Virginia,Pleasants County,2014,18.03
West Virginia,Pleasants County,2013,18.03
West Virginia,Pleasants County,2012,16.03
West Virginia,Pleasants County,2011,15.57
West Virginia,Pleasants County,2010,15.57
West Virginia,Pleasants County,2009,15.57
West Virginia,Pocahontas County,2018,16.8
West Virginia,Pocahontas County,2017,17.33
West Virginia,Pocahontas County,2016,18.37
West Virginia,Pocahontas County,2015,16.89
West Virginia,Pocahontas County,2014,16.49
West Virginia,Pocahontas County,2013,16.49
West Virginia,Pocahontas County,2012,18.39
West Virginia,Pocahontas County,2011,18.63
West Virginia,Pocahontas County,2010,18.63
West Virginia,Pocahontas County,2009,18.63
West Virginia,Preston County,2018,57.86
West Virginia,Preston County,2017,15.71
West Virginia,Preston County,2016,15.33
West Virginia,Preston County,2015,15.02
West Virginia,Preston County,2014,18.54
West Virginia,Preston County,2013,18.84
West Virginia,Preston County,2012,50.05
West Virginia,Preston County,2011,12.94
West Virginia,Preston County,2010,12.94
West Virginia,Preston County,2009,12.94
West Virginia,Putnam County,2018,9.17
West Virginia,Putnam County,2017,9.16
West Virginia,Putnam County,2016,9.81
West Virginia,Putnam County,2015,9.84
West Virginia,Putnam County,2014,9.78
West Virginia,Putnam County,2013,14.58
West Virginia,Putnam County,2012,72.02
West Virginia,Putnam County,2011,10.1
West Virginia,Putnam County,2010,10.1
West Virginia,Putnam County,2009,10.1
West Virginia,Raleigh County,2018,18.89
West Virginia,Raleigh County,2017,17.67
West Virginia,Raleigh County,2016,17.77
West Virginia,Raleigh County,2015,2.14
West Virginia,Raleigh County,2014,19.09
West Virginia,Raleigh County,2013,124.9
West Virginia,Raleigh County,2012,16.86
West Virginia,Raleigh County,2011,17.48
West Virginia,Raleigh County,2010,17.48
West Virginia,Raleigh County,2009,17.48
West Virginia,Randolph County,2018,7.77
West Virginia,Randolph County,2017,19.31
West Virginia,Randolph County,2016,17.15
West Virginia,Randolph County,2015,13.58
West Virginia,Randolph County,2014,13.18
West Virginia,Randolph County,2013,13.19
West Virginia,Randolph County,2012,15.41
West Virginia,Randolph County,2011,16.08
West Virginia,Randolph County,2010,16.08
West Virginia,Randolph County,2009,16.08
West Virginia,Ritchie County,2018,8.38
West Virginia,Ritchie County,2017,18.04
West Virginia,Ritchie County,2016,56.44
West Virginia,Ritchie County,2015,4.58
West Virginia,Ritchie County,2014,20.7
West Virginia,Ritchie County,2013,20.7
West Virginia,Ritchie County,2012,20.27
West Virginia,Ritchie County,2011,20.34
West Virginia,Ritchie County,2010,20.34
West Virginia,Ritchie County,2009,20.34
West Virginia,Roane County,2018,22.82
West Virginia,Roane County,2017,19.69
West Virginia,Roane County,2016,20.2
West Virginia,Roane County,2015,21.97
West Virginia,Roane County,2014,22.07
West Virginia,Roane County,2013,22.07
West Virginia,Roane County,2012,25.07
West Virginia,Roane County,2011,24.98
West Virginia,Roane County,2010,24.98
West Virginia,Roane County,2009,24.98
West Virginia,Summers County,2018,24.98
West Virginia,Summers County,2017,19.62
West Virginia,Summers County,2016,18.56
West Virginia,Summers County,2015,17.75
West Virginia,Summers County,2014,17.56
West Virginia,Summers County,2013,17.56
West Virginia,Summers County,2012,21.26
West Virginia,Summers County,2011,19.98
West Virginia,Summers County,2010,16.44
West Virginia,Summers County,2009,16.38
West Virginia,Taylor County,2018,18.94
West Virginia,Taylor County,2017,15.99
West Virginia,Taylor County,2016,16.4
West Virginia,Taylor County,2015,16.65
West Virginia,Taylor County,2014,16.64
West Virginia,Taylor County,2013,16.64
West Virginia,Taylor County,2012,17.79
West Virginia,Taylor County,2011,17.84
West Virginia,Taylor County,2010,17.84
West Virginia,Taylor County,2009,17.84
West Virginia,Tucker County,2018,17.84
West Virginia,Tucker County,2017,15.05
West Virginia,Tucker County,2016,14.85
West Virginia,Tucker County,2015,14.86
West Virginia,Tucker County,2014,14.92
West Virginia,Tucker County,2013,14.92
West Virginia,Tucker County,2012,17.43
West Virginia,Tucker County,2011,17.47
West Virginia,Tucker County,2010,24.85
West Virginia,Tucker County,2009,24.84
West Virginia,Tyler County,2018,17.09
West Virginia,Tyler County,2017,16.26
West Virginia,Tyler County,2016,18.28
West Virginia,Tyler County,2015,19.61
West Virginia,Tyler County,2014,19.77
West Virginia,Tyler County,2013,19.77
West Virginia,Tyler County,2012,18.11
West Virginia,Tyler County,2011,18.18
West Virginia,Tyler County,2010,18.18
West Virginia,Tyler County,2009,18.18
West Virginia,Upshur County,2018,32.27
West Virginia,Upshur County,2017,21.14
West Virginia,Upshur County,2016,20.45
West Virginia,Upshur County,2015,18.08
West Virginia,Upshur County,2014,18.08
West Virginia,Upshur County,2013,18.08
West Virginia,Upshur County,2012,13.79
West Virginia,Upshur County,2011,19.29
West Virginia,Upshur County,2010,19.29
West Virginia,Upshur County,2009,19.29
